,Unnamed: 0,text,favourite_count,retweet_count,created_at,len,Clean_text,Clean_text_length,sentiment,sentiment_analyser,compound_score,compound_score_sentiment
399,819,"@IndiaEpson #ContestAlert 
@IndiaEpson
1. Black Widow
2. No time to die
3. Loki 
4. Fast and furious 9 @MONA_VALLECHA
@sapnajhamtani
@sanyamulchanda1 @JyotiTalreja13 @vallecha_yogesh",0,0,2021-08-27 10:56:06,182,#contestalert black widow time loki fast furiou,47,"Sentiment(polarity=0.016666666666666677, subjectivity=0.5166666666666666)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
400,820,By the way I did go watch the movie Fast and Furious 9 in the theatre very recently. That movie kicked effing booty! https://t.co/x6tUOvUfIv,0,0,2021-08-27 10:26:23,140,watch movi fast furiou theatr veri recent that movi kick ef booti http tuovufiv,79,"Sentiment(polarity=0.1, subjectivity=0.425)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
401,822,Fast &amp; Furious 9 Box Office Crosses $700 Million Ahead of India Release https://t.co/OYxkLjp31Y,0,0,2021-08-27 09:12:23,99,fast furiou offic cross million ahead india releas http oyxkljp,63,"Sentiment(polarity=0.1, subjectivity=0.3)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
402,823,"Watch and Download Fast &amp; Furious 9 : The Fast Saga (2021) Movie with HD Quality. Get it now!! 
 https://t.co/lRSYXvL1ra",0,0,2021-08-27 09:09:41,124,watch download fast furiou fast saga movi with qualiti http lrsyxvl,67,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
403,824,"Go Live Now: @123movielink

Escape Room 2
free guy streaming
Don’t Breathe 2 streaming
The Suicide Squad 
F9 2021
F9 Fast and Furious 9
Black Widow 2021
Space Jam 2: A New Legacy 2021",0,0,2021-08-27 09:02:21,183,live escap room free stream breath stream suicid squad fast furiou black widow space legaci,91,"Sentiment(polarity=0.14242424242424243, subjectivity=0.5833333333333333)","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}",0.5106,Positive
404,825,"You can Watch from here any Full Movie Free HD Streaming bellow our profile link follow us

Go Live Now: @123movielink

free guy streaming
Escape Room 2
Don’t Breathe 2 streaming
The Suicide Squad 
F9 2021
F9 Fast and Furious 9
Black Widow 2021
Space Jam 2: A New Legacy 2021",0,0,2021-08-27 09:01:16,275,watch from here full movi free stream bellow profil link follow live free stream escap room breath stream suicid squad fast furiou black widow space legaci,155,"Sentiment(polarity=0.21994949494949492, subjectivity=0.6138888888888889)","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.765}",0.765,Positive
405,826,"You can Watch from here any Full Movie Free HD Streaming bellow our profile link follow us

Go Live Now: @123movielink

Escape Room 2
free guy streaming
Don’t Breathe 2 streaming
The Suicide Squad 
F9 2021
F9 Fast and Furious 9
Black Widow 2021
Space Jam 2: A New Legacy 2021",0,0,2021-08-27 09:00:56,275,watch from here full movi free stream bellow profil link follow live escap room free stream breath stream suicid squad fast furiou black widow space legaci,155,"Sentiment(polarity=0.21994949494949492, subjectivity=0.6138888888888889)","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.765}",0.765,Positive
406,827,"You can Watch from here any Full Movie Free HD Streaming bellow our profile link follow us

Go Live Now: @123movielink
 
Escape Room 2
free guy streaming
Don’t Breathe 2 streaming
The Suicide Squad 
F9 2021
F9 Fast and Furious 9
Black Widow 2021
Space Jam 2: A New Legacy 2021 https://t.co/d1r5LEORd7",0,0,2021-08-27 08:59:24,300,watch from here full movi free stream bellow profil link follow live escap room free stream breath stream suicid squad fast furiou black widow space legaci http leord,166,"Sentiment(polarity=0.21994949494949492, subjectivity=0.6138888888888889)","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.765}",0.765,Positive
407,828,"@Doctor_foureyez For now, it's mission impossible.

If as though, you said Mission Impossible 1 or 2 and Fast and Furious 1 or 2, I would pick Fast and Furious..

Even Mission Impossible 6 (fallout), that was released like 4yrs ago is better than this recent Fast and Furious 9🙈🙄",1,0,2021-08-27 08:52:43,279,mission imposs though said mission imposs fast furiou would pick fast furiou even mission imposs fallout that releas like better than thi recent fast furiou,156,"Sentiment(polarity=0.22000000000000003, subjectivity=0.51)","{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6597}",0.6597,Positive
408,829,"@iamkingmonye Suicide squad , fast and furious 9",0,0,2021-08-27 08:34:05,48,suicid squad fast furiou,24,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
409,830,@wayofwillis Exactly. Keep ‘em coming! We got 9 fast and furious movies let’s have as many #DONDA events at least!,1,0,2021-08-27 06:58:44,114,exactli keep come fast furiou movi have mani #donda event least,63,"Sentiment(polarity=-0.04999999999999999, subjectivity=0.5)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
410,831,"3 September

Fast and Furious 9
#Shangchi
#MoneyHeist S5",0,0,2021-08-27 06:25:06,56,septemb fast furiou #shangchi #moneyheist,41,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
411,834,"Fast and Furious 9…

what an adventure",0,0,2021-08-27 04:54:16,38,fast furiou what adventur,25,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
412,836,Only movie I've seen in theater this year was Fast and Furious 9. So I guess you can say I risked it all for family,1,0,2021-08-27 04:15:34,115,onli movi seen theater thi year fast furiou guess risk famili,61,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative
413,837,Guess I’ll watch Fast and Furious 9 finally,0,0,2021-08-27 03:57:58,43,guess watch fast furiou final,29,"Sentiment(polarity=0.1, subjectivity=0.8)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
414,838,RT @Gadgets360: Fast &amp; Furious 9 is now the first Hollywood movie to gross over $700 million at the box office worldwide since the COVID-19…,0,3,2021-08-27 03:48:21,144,fast furiou first hollywood movi gross over million offic worldwid sinc covid,77,"Sentiment(polarity=0.15, subjectivity=0.3111111111111111)","{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
415,839,"It's over... it's finally over.
The Fast and Furious franchise, from F1 to F9, once a week for 9 weeks with a group, has been watched.

We've come a long way from where we began…",5,0,2021-08-27 03:46:31,178,over final over fast furiou franchis from onc week week with group been watch come long from where began,104,"Sentiment(polarity=0.05000000000000001, subjectivity=0.6666666666666666)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
416,840,RT @Shadymeth: @RealVeroch @Bongi_Nxumalo24 @phalanndwa6 No need...just visit https://t.co/kzlKItenib to watch anything you can think of...…,0,1,2021-08-27 03:33:17,140,need just visit http kzlkitenib watch anyth think,49,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
417,842,"Fast &amp; Furious 9 is now the first Hollywood movie to gross over $700 million at the box office worldwide since the COVID-19 pandemic began

https://t.co/vqVcbXEC6H",18,3,2021-08-27 03:30:00,167,fast furiou first hollywood movi gross over million offic worldwid sinc covid pandem began http vqvcbxec,104,"Sentiment(polarity=0.15, subjectivity=0.3111111111111111)","{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
418,843,My college is showing Fast and Furious 9 rn for anyone who wants to sit in the grass and watch. I just want that movie series to die already. Theyre all so assss. I swear its only middle aged married couples keeping that franchise alive,1,0,2021-08-27 02:30:37,236,colleg show fast furiou anyon want grass watch just want that movi seri alreadi theyr assss swear onli middl age marri coupl keep that franchis aliv,148,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.045, 'neu': 0.858, 'pos': 0.097, 'compound': 0.1027}",0.1027,Positive
419,844,RT @hiddlouistan: appreciation tweet to finn cole on fast and furious 9 https://t.co/H0v0JbXX4L,0,18,2021-08-27 02:21:37,95,appreci tweet finn cole fast furiou http jbxx,45,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
420,845,4) The Fast and Furious movies. Definition of so dumb it’s great. The stunt work is incredible and each movie has a more ridiculous action set piece than the last and I am all there for it. Give me 9 more of these please. https://t.co/NSq99voT7S,0,0,2021-08-27 01:37:12,245,fast furiou movi definit dumb great stunt work incred each movi more ridicul action piec than last there give more these pleas http,131,"Sentiment(polarity=0.24642857142857144, subjectivity=0.43095238095238103)","{'neg': 0.116, 'neu': 0.739, 'pos': 0.144, 'compound': 0.2023}",0.2023,Positive
421,847,"Wow Fast and Furious 9 got lower than Mulan 🤣🤣☠️?
That tells you alot from the franchise. https://t.co/q3Vedkh1L4",2,0,2021-08-27 00:22:24,113,fast furiou lower than mulan that tell alot from franchis http vedkh,68,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
422,848,Wtf is going on in fast and furious 9? The level of nonsense in this… John cena’s “young years” actor is like 5’6  130lbs 😂.. also the car grabbing the rope with its wheel to swing from one mountain to the next like Tarzan,1,0,2021-08-26 23:20:01,222,go fast furiou level nonsens thi john cena young year actor like also grab rope with wheel swing from mountain next like tarzan,127,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3333333333333333)","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.6124}",0.6124,Positive
423,849,gonna watch fast and furious 9 this weekend just to see finn's performance as young jakob https://t.co/aW8jJ5mqya,1,0,2021-08-26 23:15:35,113,gonna watch fast furiou thi weekend just finn perform young jakob http mqya,75,"Sentiment(polarity=0.15000000000000002, subjectivity=0.5)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
424,850,Fast and furious 9 y les hella,2,0,2021-08-26 23:03:58,30,fast furiou hella,17,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
425,851,The soundtrack to Fast and furious 9 is fucking awful jesus christ,0,0,2021-08-26 22:26:58,66,soundtrack fast furiou fuck aw jesu christ,42,"Sentiment(polarity=-0.1, subjectivity=0.6)","{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
426,855,Finally finished fast and furious 9 after a whole month of watching and it was good,0,0,2021-08-26 22:08:21,83,final finish fast furiou after whole month watch good,53,"Sentiment(polarity=0.275, subjectivity=0.65)","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,Positive
427,856,New movie: Fast and furious 9 (Easy download here) https://t.co/VM8oTmo3F2,0,0,2021-08-26 22:02:13,74,movi fast furiou easi download here http otmo,45,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
428,857,"RT @CUBoulder: ❄ Ice bumper cars
💋 Drag Queen Bingo
🤸🏻 Yoga &amp; fitness classes 
📽 Fast &amp; Furious 9
⛰ Chautauqua hike for @GradBuffs
And more…",0,2,2021-08-26 21:46:38,148,bumper car drag queen bingo yoga fit class fast furiou chautauqua hike more,75,"Sentiment(polarity=0.25, subjectivity=0.3927083333333333)","{'neg': 0.123, 'neu': 0.714, 'pos': 0.162, 'compound': 0.1531}",0.1531,Positive
429,859,"RT @MariyatuP: Fast and furious 9
The suicide squad all trash🤮",0,1,2021-08-26 21:20:49,62,fast furiou suicid squad trash,30,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
430,860,"Fast and furious 9
The suicide squad all trash🤮 https://t.co/kjaMawjcvU",2,1,2021-08-26 21:17:39,71,fast furiou suicid squad trash http kjamawjcvu,46,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
431,861,"Fast &amp; Furious 9 hits impressive new milestone at the box office:

https://t.co/2rlvHrnhiq

#fastandfurious9 https://t.co/M0tAGPbeb1",2,0,2021-08-26 21:07:04,136,fast furiou hit impress mileston offic http rlvhrnhiq #fastandfuri http tagpbeb,79,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,Positive
432,862,"RT @LG_Rohena: Ahora si que esto nunca parara.

20 secuelas mas coming soon

Fast &amp; Furious 9 Box Office Crosses $700 Million Ahead of Indi…",0,1,2021-08-26 20:46:40,144,ahora esto nunca parara secuela come soon fast furiou offic cross million ahead indi,84,"Sentiment(polarity=0.1, subjectivity=0.3)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
433,863,"Ahora si que esto nunca parara.

20 secuelas mas coming soon

Fast &amp; Furious 9 Box Office Crosses $700 Million Ahead of India Release | Entertainment News https://t.co/9dAymP31hC",3,1,2021-08-26 20:46:13,182,ahora esto nunca parara secuela come soon fast furiou offic cross million ahead india releas entertain new http daymp,117,"Sentiment(polarity=0.11212121212121212, subjectivity=0.3515151515151515)","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3182}",0.3182,Positive
434,864,"Watched Fast 9 last night and My Goodness it was bad. I'm not anti Fast and Furious either. I pretty much enjoy those movies but something about 9 just did not do it for me.

It is almost like they said the movie has to have space, family, and Han. Now make it work story wise.",0,0,2021-08-26 20:43:34,277,watch fast last night good anti fast furiou either pretti much enjoy those movi someth about just almost like they said movi have space famili make work stori wise,163,"Sentiment(polarity=0.3666666666666667, subjectivity=0.5444444444444444)","{'neg': 0.061, 'neu': 0.636, 'pos': 0.303, 'compound': 0.8445}",0.8445,Positive
435,865,"Justin Lin says ‘FAST AND FURIOUS 9’ “asks a single question. If really cool cars did really cool stuff with really cool people driving them, would that be rad? And the answer is yes.” https://t.co/IGzvwkxNzp",2,0,2021-08-26 20:38:17,208,justin say fast furiou ask singl question realli cool car realli cool stuff with realli cool peopl drive them would that answer http igzvwkxnzp,143,"Sentiment(polarity=0.3125, subjectivity=0.6375)","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7096}",0.7096,Positive
436,866,Fast &amp; Furious 9 hits impressive new milestone at the box office https://t.co/uftRLbFHYU,1,0,2021-08-26 20:35:21,92,fast furiou hit impress mileston offic http uftrlbfhyu,54,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,Positive
437,867,Fast &amp; Furious 9 hits impressive new milestone at the box office https://t.co/xdbCbp32cy,0,0,2021-08-26 20:32:23,92,fast furiou hit impress mileston offic http xdbcbp,50,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,Positive
438,869,"RT @darkirondwarf: Are you a fan of Swedish death metal? Of course you are 🥳 This is a very straightforward album with zero frills, but the…",0,2,2021-08-26 19:57:35,140,swedish death metal cours thi veri straightforward album with zero frill,72,"Sentiment(polarity=0.375, subjectivity=0.375)","{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative
439,871,"❄ Ice bumper cars
💋 Drag Queen Bingo
🤸🏻 Yoga &amp; fitness classes 
📽 Fast &amp; Furious 9
⛰ Chautauqua hike for @GradBuffs
And more things to do on campus this weekend ⤵
https://t.co/eR3MWFYJ6H",15,2,2021-08-26 19:21:03,194,bumper car drag queen bingo yoga fit class fast furiou chautauqua hike more thing campu thi weekend http mwfyj,110,"Sentiment(polarity=0.25, subjectivity=0.3927083333333333)","{'neg': 0.089, 'neu': 0.794, 'pos': 0.117, 'compound': 0.1531}",0.1531,Positive
440,873,Putting it out there… I’m not sure fast and furious 9 is that true to life…,3,0,2021-08-26 19:11:52,75,put there sure fast furiou that true life,41,"Sentiment(polarity=0.3499999999999999, subjectivity=0.7129629629629629)","{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.6249}",0.6249,Positive
441,876,Fast and Furious 9 Becomes Highest Grossing Film Since 2019 https://t.co/8BxzUsBaHp via @@hardcoregrave,1,0,2021-08-26 18:48:54,103,fast furiou becom highest gross film sinc http bxzusbahp hardcoregrav,69,"Sentiment(polarity=0.1, subjectivity=0.3)","{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
442,877,Gago john cena fast and furious 9? Fuckkkkkk?,0,0,2021-08-26 18:45:09,45,gago john cena fast furiou fuckkkkkk,36,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
443,878,@ubaldi @SamsungFR #UbaldiJeVeuxVibrer le film fast and furious 9,1,0,2021-08-26 18:43:39,65,#ubaldijeveuxvibr film fast furiou,34,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
444,881,"I love these.

“Build your own model Dodge Charger from Fast And Furious.”

First issue 99p.

Then £9.99 

FOR 109 ISSUES 😳😳😳

Total price: £1,089.90 https://t.co/li4updbofM",2,0,2021-08-26 18:22:54,173,love these build your model dodg charger from fast furiou first issu then issu total price http updbofm,103,"Sentiment(polarity=0.2375, subjectivity=0.5708333333333333)","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6369}",0.6369,Positive
445,882,"Ma critique de FAST AND FURIOUS 9 
https://t.co/n8AOgWEeYw",0,0,2021-08-26 18:19:33,58,critiqu fast furiou http aogweeyw,33,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
446,883,Today I found out that Fast and Furious 9 has already been released worldwide except India😐,0,0,2021-08-26 18:14:25,91,today found that fast furiou alreadi been releas worldwid except india,70,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
447,884,"""The Fast And The Furious 3: Tokyo Drift"" Of The Year (2006)

Directed By, The Director: #JustinLin

Director Of:
""Fast And Furious 4"" (2009)
""Fast 5"" (2011)
""Fast And Furious 6"" (2013)
And
""Fast And Furious 9"" (2021)

¡We Already Know!

🚗🎬⭐ https://t.co/DcK6bwDogX",0,0,2021-08-26 18:10:38,265,fast furiou tokyo drift year direct director #justinlin director fast furiou fast fast furiou fast furiou alreadi know http bwdogx,130,"Sentiment(polarity=0.18333333333333332, subjectivity=0.5666666666666668)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
448,885,"Just finished watching fast and furious 9, where was John cena in the movie?
@JohnCena",0,0,2021-08-26 18:09:34,86,just finish watch fast furiou where john cena movi,50,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
449,887,RT @itsNzula: What is your rating on Fast and Furious 9?,0,11,2021-08-26 17:56:13,56,what your rate fast furiou,26,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
450,888,Just finished watching fast and furious 9 great movie post credit scene was pretty good too 😀,0,0,2021-08-26 17:45:22,93,just finish watch fast furiou great movi post credit scene pretti good,70,"Sentiment(polarity=0.5666666666666667, subjectivity=0.65)","{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.8625}",0.8625,Positive
451,889,Fast and furious 9 is full of major cap man 🧢,0,0,2021-08-26 17:43:00,45,fast furiou full major,22,"Sentiment(polarity=0.2041666666666667, subjectivity=0.5499999999999999)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
452,891,"@iamkingmonye Suicide squad, fast and furious 9..... Nonsense",0,0,2021-08-26 17:36:17,61,suicid squad fast furiou nonsens,32,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
453,892,"Watch Full Movie Free HD Streaming Here:

Go Live Now: @fullmovieefree 

F9 2021
F9 Fast and Furious 9
Black Widow 2021
Space Jam 2: A New Legacy 2021
Escape Room 2
free guy streaming
Don’t Breathe 2 streaming
The Suicide Squad streaming https://t.co/d1cumBMBLX",1,0,2021-08-26 17:18:59,261,watch full movi free stream here live fast furiou black widow space legaci escap room free stream breath stream suicid squad stream http cumbmblx,145,"Sentiment(polarity=0.21994949494949498, subjectivity=0.6138888888888889)","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.765}",0.765,Positive
454,893,"Are you a fan of Swedish death metal? Of course you are 🥳 This is a very straightforward album with zero frills, but the enjoyability is high and the tracklist is tight and concise. Fast and furious with 9 songs in 36 mins. Swedeath and nothing but! ⚔💀 https://t.co/ao0wGhN014",26,2,2021-08-26 17:01:37,276,swedish death metal cours thi veri straightforward album with zero frill enjoy high tracklist tight concis fast furiou with song min swedeath noth http wghn,156,"Sentiment(polarity=0.19128571428571428, subjectivity=0.46014285714285713)","{'neg': 0.13, 'neu': 0.764, 'pos': 0.106, 'compound': -0.1779}",-0.1779,Negative
455,894,But people ain’t got no problem wit 9 fast and furious movies https://t.co/slqNVPfcjR,0,0,2021-08-26 16:48:34,85,peopl problem fast furiou movi http slqnvpfcjr,46,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
456,895,Black widow X or Fast and furious 9,0,0,2021-08-26 16:45:24,35,black widow fast furiou,23,"Sentiment(polarity=0.016666666666666677, subjectivity=0.5166666666666666)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
457,896,@iamkingmonye Fast and furious 9 and The quite place 2,3,0,2021-08-26 16:41:35,54,fast furiou quit place,22,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
458,903,"@GoHeels @JonesAngell @jadamlucas For your astronaut interview, I'd like to suggest you forgo Spudnik and just travel like Ludacris and Tyrese from Fast &amp; the Furious 9. https://t.co/f5GskGxYZU",0,0,2021-08-26 16:36:34,197,your astronaut interview like suggest forgo spudnik just travel like ludacri tyres from fast furiou http gskgxyzu,113,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.6124}",0.6124,Positive
459,914,RT @0SweetSolace0: sorry bill your misdirection isn't working in wake of two exploisions at the Kabul airport. Lookslike u haven't learn 9/…,0,1,2021-08-26 16:18:41,140,sorri bill your misdirect work wake explois kabul airport lookslik haven learn,78,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
460,915,sorry bill your misdirection isn't working in wake of two exploisions at the Kabul airport. Lookslike u haven't learn 9/11 lessons either. Beltway far behind the realtime fast and furious changing conditions in Kabul. Suggest u should retool your tweet. https://t.co/c4tzDZcRXN,0,1,2021-08-26 16:18:33,277,sorri bill your misdirect work wake explois kabul airport lookslik haven learn lesson either beltway behind realtim fast furiou chang condit kabul suggest should retool your tweet http tzdzcrxn,193,"Sentiment(polarity=-0.1, subjectivity=0.6499999999999999)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
461,916,"Errrr... not really ooh. Ayinla had both Hitman's bodyguard 2 (same day) and  Fast &amp; Furious 9 (the following week). The was quite a bit of fear that if the former didn't bury us at the box office, the latter def would. Plus Disney, paramount &amp; WB had all sorts of films showing https://t.co/KJBZ0QiIjF",0,1,2021-08-26 16:15:17,310,errrr realli ayinla both hitman bodyguard same fast furiou follow week quit fear that former didn buri offic latter would plu disney paramount sort film show http kjbz qiijf,173,"Sentiment(polarity=0.05, subjectivity=0.18125)","{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative
462,917,👍 on @YouTube: Fast and Furious 9 - Final Battle Fight Scene HD 2021 https://t.co/5B1pomf7JW,0,0,2021-08-26 16:05:25,92,fast furiou final battl fight scene http pomf,45,"Sentiment(polarity=0.1, subjectivity=0.8)","{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative
463,918,"@tiffanee_dawn Dumb and Dumber
Gremlins
Fast And Furious 6-9",0,0,2021-08-26 15:47:57,60,dumb dumber gremlin fast furiou,31,"Sentiment(polarity=-0.0875, subjectivity=0.55)","{'neg': 0.659, 'neu': 0.341, 'pos': 0.0, 'compound': -0.7003}",-0.7003,Negative
464,919,@IshaanSangha Fast and Furious 9 is doing well but Disney is concerned Shang Chi might flop?,1,0,2021-08-26 15:40:20,92,fast furiou do well disney concern shang might flop,51,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.209, 'neu': 0.609, 'pos': 0.183, 'compound': -0.0772}",-0.0772,Negative
465,920,Done watching fast and furious 9 👍🏻👍🏻,0,0,2021-08-26 15:25:30,37,done watch fast furiou,22,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
466,921,Best giler Fast and furious 9 !!,0,0,2021-08-26 15:15:27,32,best giler fast furiou,22,"Sentiment(polarity=0.6, subjectivity=0.44999999999999996)","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,Positive
467,922,The speed bumps in Chicago are fuckin invisible man… almost snapped my axel and felt like I was in fast and furious at 9:00 am this morning hitting on of those bitches too fast,19,1,2021-08-26 15:02:41,176,speed bump chicago fuckin invis almost snap axel felt like fast furiou thi morn hit those bitch fast,100,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.17, 'neu': 0.717, 'pos': 0.112, 'compound': -0.3182}",-0.3182,Negative
468,923,I am really excited 😊 to do the fast and furious 9 digital copy giveaway for u guys and it’s still 4 weeks away from the actual release of the blu ray release and as soon I get the blu ray I will do the digital copy giveaway on Twitter,6,0,2021-08-26 14:57:37,235,realli excit fast furiou digit copi giveaway guy still week away from actual releas releas soon will digit copi giveaway twitter,128,"Sentiment(polarity=0.1, subjectivity=0.35)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
469,924,fast and furious 9 https://t.co/VdArdcOEco,0,0,2021-08-26 14:33:27,42,fast furiou http vdardcoeco,27,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
